STT, PO boxing, Lot boxing, Barcode, Line, Model, Time test FU, Time boxing, PIC boxing, Status Lot, Qty_PO
528,20230308_Day_Cell Module_6,VPM23030806BA6058,230303V009400P,6,Cell Module,2023-03-08 10:41:27,3/8/2023 3:22:35 PM,1,Close,552
529,20230308_Day_Cell Module_6,VPM23030806BA6058,230303V009730P,6,Cell Module,2023-03-08 12:21:13,3/8/2023 3:22:50 PM,1,Close,552
530,20230308_Day_Cell Module_6,VPM23030806BA6058,230303V003360P,6,Cell Module,2023-03-08 12:20:24,3/8/2023 3:22:54 PM,1,Close,552
531,20230308_Day_Cell Module_6,VPM23030806BA6058,230216V008590P,6,Cell Module,2023-03-08 12:17:01,3/8/2023 3:23:08 PM,1,Close,552
532,20230308_Day_Cell Module_6,VPM23030806BA6058,230303V003370P,6,Cell Module,2023-03-08 12:19:35,3/8/2023 3:23:12 PM,1,Close,552
533,20230308_Day_Cell Module_6,VPM23030806BA6058,230216V008580P,6,Cell Module,2023-03-08 12:17:50,3/8/2023 3:23:26 PM,1,Close,552
534,20230308_Day_Cell Module_6,VPM23030806BA6058,230216V008570P,6,Cell Module,2023-03-08 12:18:39,3/8/2023 3:23:29 PM,1,Close,552
535,20230308_Day_Cell Module_6,VPM23030806BA6058,230220V000590P,6,Cell Module,2023-03-08 12:14:29,3/8/2023 3:23:49 PM,1,Close,552
536,20230308_Day_Cell Module_6,VPM23030806BA6058,230220V000570P,6,Cell Module,2023-03-08 12:16:07,3/8/2023 3:23:52 PM,1,Close,552
537,20230308_Day_Cell Module_6,VPM23030806BA6058,230220V009420P,6,Cell Module,2023-03-08 12:13:30,3/8/2023 3:24:06 PM,1,Close,552
538,20230308_Day_Cell Module_6,VPM23030806BA6058,230220V000580P,6,Cell Module,2023-03-08 12:15:18,3/8/2023 3:24:10 PM,1,Close,552
539,20230308_Day_Cell Module_6,VPM23030806BA6058,230303V009740P,6,Cell Module,2023-03-08 12:11:52,3/8/2023 3:24:23 PM,1,Close,552
540,20230308_Day_Cell Module_6,VPM23030806BA6058,230220V009410P,6,Cell Module,2023-03-08 12:12:41,3/8/2023 3:24:26 PM,1,Close,552
541,20230308_Day_Cell Module_6,VPM23030806BA6059,230302V004930P,6,Cell Module,2023-03-08 09:21:30,3/8/2023 3:25:38 PM,1,Close,552
542,20230308_Day_Cell Module_6,VPM23030806BA6059,230302V004920P,6,Cell Module,2023-03-08 09:22:19,3/8/2023 3:25:42 PM,1,Close,552
543,20230308_Day_Cell Module_6,VPM23030806BA6059,230302V005000P,6,Cell Module,2023-03-08 09:18:02,3/8/2023 3:26:18 PM,1,Close,552
544,20230308_Day_Cell Module_6,VPM23030806BA6059,230302V004990P,6,Cell Module,2023-03-08 09:18:51,3/8/2023 3:26:21 PM,1,Close,552
545,20230308_Day_Cell Module_6,VPM23030806BA6059,230302V004970P,6,Cell Module,2023-03-08 09:17:01,3/8/2023 3:26:36 PM,1,Close,552
546,20230308_Day_Cell Module_6,VPM23030806BA6059,230302V004960P,6,Cell Module,2023-03-08 09:16:12,3/8/2023 3:26:40 PM,1,Close,552
547,20230308_Day_Cell Module_6,VPM23030806BA6059,230302V004950P,6,Cell Module,2023-03-08 09:15:22,3/8/2023 3:26:53 PM,1,Close,552
548,20230308_Day_Cell Module_6,VPM23030806BA6059,230302V004980P,6,Cell Module,2023-03-08 09:19:40,3/8/2023 3:26:57 PM,1,Close,552
549,20230308_Day_Cell Module_6,VPM23030806BA6059,230303V002610P,6,Cell Module,2023-03-08 12:22:07,3/8/2023 3:27:13 PM,1,Close,552
550,20230308_Day_Cell Module_6,VPM23030806BA6059,230321V010420P,6,Cell Module,2023-03-08 12:25:30,3/8/2023 3:27:16 PM,1,Close,552
551,20230308_Day_Cell Module_6,VPM23030806BA6059,230303V002620P,6,Cell Module,2023-03-08 12:22:56,3/8/2023 3:27:30 PM,1,Close,552
552,20230308_Day_Cell Module_6,VPM23030806BA6059,230303V002630P,6,Cell Module,2023-03-08 12:23:45,3/8/2023 3:27:33 PM,1,Close,552
